5.00,0,1
5.00,5,1
5.00,10,1
5.00,15,1
5.00,20,1
5.00,25,1
5.00,30,1
5.00,35,1
5.00,40,1
5.00,45,1
5.00,50,1
5.00,55,1
5.00,60,1
5.00,65,1
5.00,70,1
5.00,75,1
5.00,80,1
5.00,85,1
5.00,90,1
5.00,95,1
5.00,100,1
5.00,105,1
5.00,110,1
5.00,115,1
5.00,120,1
5.00,125,1
5.00,130,1
5.00,135,1
5.00,140,1
5.00,145,1
5.00,150,1
5.00,155,1
5.00,160,1
5.00,165,1
5.00,170,1
5.00,175,1
5.00,180,1
5.00,185,1
5.00,190,1
5.00,195,1
5.00,200,1
5.00,205,1
5.00,210,1
5.00,215,1
5.00,220,1
5.00,225,1
5.00,230,1
5.00,235,1
5.00,240,1
5.00,245,1
5.00,250,1
5.00,255,1
5.00,260,1
5.00,265,1
5.00,270,1
5.00,275,1
5.00,280,1
5.00,285,1
5.00,290,1
5.00,295,1
5.00,300,1
5.00,305,1
5.00,310,1
5.00,315,1
5.00,320,1
5.00,325,1
5.00,330,1
5.00,335,1
5.00,340,1
5.00,345,1
5.00,350,1
5.00,355,1
